stage,cluster,contrast,cell_type,gene,dataset_support,mean_auc,min_auc,max_auc,eligible_datasets,support_fraction,rank
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic,CLDN3,4,0.8245044564717109,0.7715274172727846,0.9148531620340431,5,0.8,8
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic,ELF3,4,0.8117672958693668,0.6768051000882866,0.9331961105324991,5,0.8,9
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic,AGR2,4,0.8059672416617157,0.7505000174143202,0.8611498784447963,5,0.8,10
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,KRT19,7,0.8306566051119088,0.6546488975330114,0.9849081121104504,8,0.875,1
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,KRT18,7,0.7890196892962733,0.6522625417461347,0.9628636777511301,8,0.875,2
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,KRT8,6,0.8638147528260717,0.7477093597113962,0.9778462418408582,8,0.75,3
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,PERP,6,0.84079250424529,0.6867341607948203,0.9634395354804001,8,0.75,4
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,EPCAM,6,0.8059130040694491,0.7221000237397662,0.9001235055584179,8,0.75,5
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,HMGA1,6,0.7990961147514287,0.6705285511952237,0.970283661830184,8,0.75,6
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,MGST1,6,0.7967730929010518,0.6501049042291323,0.9342112711993594,8,0.75,7
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,KLF5,6,0.7915828411669875,0.6517361740323572,0.9512569656300791,8,0.75,8
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,SFN,6,0.7913886779091115,0.6653035094668494,0.9392131398781214,8,0.75,9
III-IV,1,tumor-vs-all,Tumor LUAD_mitotic_LUSC,RAB25,6,0.7800533695442134,0.7096996103787162,0.9021518323474923,8,0.75,10
III-IV,1,tumor-vs-all,Tumor LUSC,KRT5,3,0.8741024526574406,0.6939976814482408,0.973815467442733,3,1.0,1
III-IV,1,tumor-vs-all,Tumor LUSC,DSP,3,0.8436225261909014,0.7327345379740265,0.9815862326417454,3,1.0,2
III-IV,1,tumor-vs-all,Tumor LUSC,TP63,3,0.8354012799132563,0.657255176288146,0.9542902091810871,3,1.0,3
III-IV,1,tumor-vs-all,Tumor LUSC,SFN,3,0.8169238878241302,0.6791336498022787,0.9578890293597205,3,1.0,4
III-IV,1,tumor-vs-all,Tumor LUSC,DST,3,0.770498199198752,0.673293636094549,0.9459715128769413,3,1.0,5
III-IV,1,tumor-vs-all,Tumor LUSC,NCKAP1,3,0.7468080545083314,0.703789493951273,0.8302528466060566,3,1.0,6
III-IV,1,tumor-vs-all,Tumor LUSC,PPL,3,0.6968240732074227,0.6640232473379095,0.727625036021204,3,1.0,7
III-IV,1,tumor-vs-all,Tumor LUSC,KRT15,2,0.9708208887814875,0.9546085866332845,0.9870331909296907,3,0.6666666666666666,8
III-IV,1,tumor-vs-all,Tumor LUSC,PRNP,2,0.9323890048192622,0.9209776957116232,0.9438003139269012,3,0.6666666666666666,9
III-IV,1,tumor-vs-all,Tumor LUSC,CLDN1,2,0.910207495946431,0.8404639934921263,0.9799509984007359,3,0.6666666666666666,10
III-IV,1,tumor-vs-all,Tumor LUSC2,AKR1C3,2,0.9432545683239535,0.9306077056506553,0.9559014309972516,2,1.0,1
III-IV,1,tumor-vs-all,Tumor LUSC2,AKR1C2,2,0.9031595607525691,0.8216025336257545,0.9847165878793838,2,1.0,2
III-IV,1,tumor-vs-all,Tumor LUSC2,SPP1,2,0.8998918772805137,0.8193885750134294,0.9803951795475979,2,1.0,3
III-IV,1,tumor-vs-all,Tumor LUSC2,AKR1C1,2,0.8855335899230508,0.8610505561838788,0.9100166236622228,2,1.0,4
III-IV,1,tumor-vs-all,Tumor LUSC2,NQO1,2,0.8844414919900936,0.7997230854098981,0.9691598985702892,2,1.0,5
III-IV,1,tumor-vs-all,Tumor LUSC2,AKR1B10,2,0.8615359836901756,0.8576698360946837,0.8654021312856675,2,1.0,6
III-IV,1,tumor-vs-all,Tumor LUSC2,SPINT2,2,0.8562418571931754,0.7770861454018253,0.9353975689845253,2,1.0,7
III-IV,1,tumor-vs-all,Tumor LUSC2,CD9,2,0.8361094382669774,0.7953129400483897,0.876905936485565,2,1.0,8
III-IV,1,tumor-vs-all,Tumor LUSC2,GPX2,2,0.828754050248178,0.7958568194347824,0.8616512810615738,2,1.0,9
III-IV,1,tumor-vs-all,Tumor LUSC2,PERP,2,0.8269298332334655,0.8016879952053974,0.8521716712615336,2,1.0,10
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,PERP,7,0.8947403024457504,0.7946649509937299,0.9558857522646477,7,1.0,1
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,SPINT2,7,0.8877803676935648,0.8124402763756036,0.993455608798773,7,1.0,2
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,S100A11,7,0.8828026208054963,0.8252832271031266,0.9819678618423274,7,1.0,3
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,KRT8,7,0.8800916797854903,0.7919879208650655,0.9838268583722266,7,1.0,4
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,SFN,7,0.8796034006807042,0.6700908045900043,0.9968160321885765,7,1.0,5
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,DSP,7,0.8753958528702637,0.7419722342081441,0.9717412476956004,7,1.0,6
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,KRT19,7,0.8749343646015239,0.7297072114593155,0.9874827756085139,7,1.0,7
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,LAMB3,7,0.8662501796520691,0.7061927689115367,0.9941666102948483,7,1.0,8
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,S100A6,7,0.8651505031441606,0.6728752226674424,0.9460282548631247,7,1.0,9
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD,S100A16,7,0.8589061765600883,0.7061772975220529,0.9980344684375566,7,1.0,10
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,KRT8,7,0.7826832259991,0.7116123569206234,0.8815523808271083,7,1.0,1
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,KRT7,7,0.7755704178656541,0.6791163681924965,0.9170499750306594,7,1.0,2
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,IFI27,7,0.7620676217573398,0.6906387360046601,0.884493348799006,7,1.0,3
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,KRT18,6,0.8157153452011316,0.7066419866930612,0.8881228036948512,7,0.8571428571428571,4
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,TUBA1C,6,0.755651205976373,0.6780637471651261,0.8635013995837553,7,0.8571428571428571,5
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,TXNDC17,6,0.74870306349413,0.6608546074074249,0.8764435257661146,7,0.8571428571428571,6
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,OCIAD2,6,0.7461179231878611,0.6510527063183963,0.869327907736292,7,0.8571428571428571,7
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,CCNB1,6,0.7161298758029632,0.6648110040601313,0.8421645027226778,7,0.8571428571428571,8
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,PTTG1,6,0.6959550387751458,0.6541503110336404,0.8653121976543563,7,0.8571428571428571,9
III-IV,1,tumor-vs-all,Tumor LUSC_LUAD_mitotic,SFN,5,0.8528944173473828,0.6763366757227025,0.9451261895360341,7,0.7142857142857143,10
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,RPL37,2,0.8586312636020503,0.7569260994854389,0.9603364277186619,3,0.6666666666666666,1
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,GAPDH,2,0.754669145297552,0.7395156407537004,0.7698226498414036,3,0.6666666666666666,2
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,RPL7,2,0.7494398720676616,0.7101293711134796,0.7887503730218436,3,0.6666666666666666,3
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,PLAA,2,0.7483816223112826,0.684605947075033,0.8121572975475322,3,0.6666666666666666,4
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,RPS29,2,0.7278540789858157,0.7214471724815212,0.73426098549011,3,0.6666666666666666,5
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,ERH,2,0.7214449177100777,0.7197089614498874,0.7231808739702679,3,0.6666666666666666,6
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,RPS18,2,0.7146786872713018,0.7131194712160246,0.7162379033265789,3,0.6666666666666666,7
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,RPS27,2,0.7127605104618402,0.7034200287875507,0.7221009921361297,3,0.6666666666666666,8
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,GNLY,2,0.6813820580781134,0.6515995398037538,0.711164576352473,3,0.6666666666666666,9
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic,KRT8,2,0.6803916787410698,0.6676369731644369,0.6931463843177026,3,0.6666666666666666,10
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,SPP1,2,0.8573821707609479,0.7639705327927455,0.9507938087291504,2,1.0,1
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,CLDN1,2,0.7762645616259961,0.7441202321178016,0.8084088911341906,2,1.0,2
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,PFN2,2,0.750868165932147,0.7371897146818752,0.7645466171824189,2,1.0,3
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,NQO1,2,0.7497254473459047,0.7363974924640985,0.763053402227711,2,1.0,4
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,PERP,2,0.7315557393210672,0.6993836463008274,0.7637278323413071,2,1.0,5
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,MAN1B1-DT,2,0.6536009060097532,0.650655437969024,0.6565463740504822,2,1.0,6
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,GCLC,1,0.9611388005894512,0.9611388005894512,0.9611388005894512,2,0.5,7
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,SLC2A1,1,0.951857902228664,0.951857902228664,0.951857902228664,2,0.5,8
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,PFKFB3,1,0.9513786869548699,0.9513786869548699,0.9513786869548699,2,0.5,9
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic2,VEGFA,1,0.9403952285661934,0.9403952285661934,0.9403952285661934,2,0.5,10
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,GART,3,0.8894295604618287,0.8342983042472039,0.9206527760457981,3,1.0,1
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,BEX2,3,0.8752151089386411,0.7327340503673477,0.961061180856697,3,1.0,2
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,SOX4,3,0.8730999877145412,0.7724271645147935,0.9390016754087003,3,1.0,3
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,CDC27,3,0.8719027103131772,0.8350241281756426,0.9378969452159233,3,1.0,4
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,SERPINB5,3,0.8629503126451068,0.6619701507254893,0.9636318771609921,3,1.0,5
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,QTRT2,3,0.8539008184166429,0.7748660715391766,0.9590359114028374,3,1.0,6
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,MTAP,3,0.8490183273216015,0.701641746285505,0.963941707688837,3,1.0,7
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,GRSF1,3,0.848401170493528,0.7310899019961786,0.9909908252074621,3,1.0,8
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,TSTD1,3,0.8482377228708425,0.7589394866096298,0.9227387356898524,3,1.0,9
III-IV,1,tumor-vs-all,Tumor LUSC_mitotic_LUAD,ARPC1A,3,0.8459081946447795,0.7803155005628851,0.9003900530248283,3,1.0,10
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,ELF3,4,0.9218449791748167,0.8169928753024969,0.9678706025457567,4,1.0,1
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,KRT19,4,0.9210739444896265,0.883436623313681,0.9669966314605735,4,1.0,2
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,TACSTD2,4,0.9145183183726486,0.829157348254105,0.9586992592179556,4,1.0,3
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,SPINT2,4,0.8932919770076863,0.8361481306166416,0.956950287798035,4,1.0,4
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,S100P,4,0.891218415354321,0.8211858029246468,0.9697643713555688,4,1.0,5
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,CLDN4,4,0.8904502515927717,0.7652106208572267,0.9538832359543201,4,1.0,6
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,MAL2,4,0.8803071022150306,0.7604045277143411,0.9793403638239019,4,1.0,7
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,LGALS3,4,0.8776825638222694,0.833877825852658,0.9246592068235062,4,1.0,8
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,CEACAM6,4,0.8761654866189927,0.7422163155513232,0.9486371154182126,4,1.0,9
III-IV,1,tumor-vs-all,Tumor NSCLC_mixed,JUP,4,0.8709786807641531,0.7214633713507903,0.9281774530353417,4,1.0,10
III-IV,2,normal-vs-normal,B cell,MS4A1,2,0.8905579571760087,0.8333333342676457,0.9477825800843718,2,1.0,1
III-IV,2,normal-vs-normal,B cell,CD79A,2,0.8565089127806125,0.8251828525492793,0.8878349730119456,2,1.0,2
III-IV,2,normal-vs-normal,B cell,CD37,2,0.829340042906104,0.8189680318606183,0.8397120539515898,2,1.0,3
III-IV,2,normal-vs-normal,B cell,HLA-DRA,2,0.7823014828970447,0.7540284527876892,0.8105745130064004,2,1.0,4
III-IV,2,normal-vs-normal,B cell,CD74,2,0.7760972794534831,0.7463706118813259,0.8058239470256401,2,1.0,5
III-IV,2,normal-vs-normal,B cell,IGKC,2,0.7658540699790805,0.6992684330580944,0.8324397069000665,2,1.0,6
III-IV,2,normal-vs-normal,B cell,CD83,2,0.7208490522646183,0.673291016002508,0.7684070885267285,2,1.0,7
III-IV,2,normal-vs-normal,B cell,HLA-DPB1,2,0.7184377709140259,0.7179090203970616,0.7189665214309903,2,1.0,8
III-IV,2,normal-vs-normal,B cell,VPREB3,2,0.7132394537883,0.6764789050813078,0.7500000024952921,2,1.0,9
III-IV,2,normal-vs-normal,B cell,HLA-DQA1,2,0.6937438117597919,0.6653855722124445,0.7221020513071393,2,1.0,10
III-IV,2,normal-vs-normal,B cell dividing,SPIB,1,0.9966658056053682,0.9966658056053682,0.9966658056053682,1,1.0,1
III-IV,2,normal-vs-normal,B cell dividing,PAX5,1,0.9964562677677101,0.9964562677677101,0.9964562677677101,1,1.0,2
III-IV,2,normal-vs-normal,B cell dividing,E2F7,1,0.9951806556432949,0.9951806556432949,0.9951806556432949,1,1.0,3
III-IV,2,normal-vs-normal,B cell dividing,MS4A1,1,0.9938338378470846,0.9938338378470846,0.9938338378470846,1,1.0,4
III-IV,2,normal-vs-normal,B cell dividing,BANK1,1,0.9937470022039411,0.9937470022039411,0.9937470022039411,1,1.0,5
III-IV,2,normal-vs-normal,B cell dividing,CCDC189,1,0.9880795171818746,0.9880795171818746,0.9880795171818746,1,1.0,6
III-IV,2,normal-vs-normal,B cell dividing,CDCA4,1,0.9878818228352383,0.9878818228352383,0.9878818228352383,1,1.0,7
III-IV,2,normal-vs-normal,B cell dividing,FAM111A,1,0.9875987053821067,0.9875987053821067,0.9875987053821067,1,1.0,8
III-IV,2,normal-vs-normal,B cell dividing,CEP295,1,0.9858956335224645,0.9858956335224645,0.9858956335224645,1,1.0,9
III-IV,2,normal-vs-normal,B cell dividing,RMI1,1,0.9858187554403376,0.9858187554403376,0.9858187554403376,1,1.0,10
III-IV,2,normal-vs-normal,DC mature,CCL17,1,0.9999999986728259,0.9999999986728259,0.9999999986728259,1,1.0,1
III-IV,2,normal-vs-normal,DC mature,FSCN1,1,0.9999999986728259,0.9999999986728259,0.9999999986728259,1,1.0,2
III-IV,2,normal-vs-normal,DC mature,CSF2RA,1,0.9999532346025578,0.9999532346025578,0.9999532346025578,1,1.0,3
III-IV,2,normal-vs-normal,DC mature,LAD1,1,0.9999064705322899,0.9999064705322899,0.9999064705322899,1,1.0,4
III-IV,2,normal-vs-normal,DC mature,LAMP3,1,0.9997431935892288,0.9997431935892288,0.9997431935892288,1,1.0,5
III-IV,2,normal-vs-normal,DC mature,WFDC21P,1,0.9995014237200899,0.9995014237200899,0.9995014237200899,1,1.0,6
III-IV,2,normal-vs-normal,DC mature,CDKN1A,1,0.9991956583572139,0.9991956583572139,0.9991956583572139,1,1.0,7
III-IV,2,normal-vs-normal,DC mature,NFKB1,1,0.9991788032608452,0.9991788032608452,0.9991788032608452,1,1.0,8
III-IV,2,normal-vs-normal,DC mature,GPR157,1,0.9989293024828657,0.9989293024828657,0.9989293024828657,1,1.0,9
III-IV,2,normal-vs-normal,DC mature,TXN,1,0.9986446388975364,0.9986446388975364,0.9986446388975364,1,1.0,10
III-IV,2,normal-vs-normal,Endothelial cell venous,A2M,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,1
III-IV,2,normal-vs-normal,Endothelial cell venous,ADGRL4,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,2
III-IV,2,normal-vs-normal,Endothelial cell venous,CDH5,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,3
III-IV,2,normal-vs-normal,Endothelial cell venous,CLDN5,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,4
III-IV,2,normal-vs-normal,Endothelial cell venous,CLEC14A,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,5
III-IV,2,normal-vs-normal,Endothelial cell venous,ESAM,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,6
III-IV,2,normal-vs-normal,Endothelial cell venous,PLVAP,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,7
III-IV,2,normal-vs-normal,Endothelial cell venous,RAMP2,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,8
III-IV,2,normal-vs-normal,Endothelial cell venous,VWF,2,0.9999999999714475,0.9999999986728259,1.0000000012700692,2,1.0,9
III-IV,2,normal-vs-normal,Endothelial cell venous,CRIP2,2,0.999448610338864,0.9988972194076589,1.0000000012700692,2,1.0,10
III-IV,2,normal-vs-normal,Fibroblast alveolar,APOD,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,1
III-IV,2,normal-vs-normal,Fibroblast alveolar,ASPN,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,2
III-IV,2,normal-vs-normal,Fibroblast alveolar,BGN,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,3
III-IV,2,normal-vs-normal,Fibroblast alveolar,BICC1,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,4
III-IV,2,normal-vs-normal,Fibroblast alveolar,CCL11,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,5
III-IV,2,normal-vs-normal,Fibroblast alveolar,CCN1,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,6
III-IV,2,normal-vs-normal,Fibroblast alveolar,COL1A1,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,7
III-IV,2,normal-vs-normal,Fibroblast alveolar,COL1A2,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,8
III-IV,2,normal-vs-normal,Fibroblast alveolar,COL3A1,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,9
III-IV,2,normal-vs-normal,Fibroblast alveolar,COL5A2,1,1.0000000012700692,1.0000000012700692,1.0000000012700692,1,1.0,10
III-IV,2,normal-vs-normal,Fibroblast peribronchial,BGN,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,1
III-IV,2,normal-vs-normal,Fibroblast peribronchial,COL1A1,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,2
III-IV,2,normal-vs-normal,Fibroblast peribronchial,COL1A2,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,3
III-IV,2,normal-vs-normal,Fibroblast peribronchial,COL3A1,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,4
III-IV,2,normal-vs-normal,Fibroblast peribronchial,COL5A1,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,5
III-IV,2,normal-vs-normal,Fibroblast peribronchial,COL5A2,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,6
III-IV,2,normal-vs-normal,Fibroblast peribronchial,COL6A2,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,7
III-IV,2,normal-vs-normal,Fibroblast peribronchial,COL6A3,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,8
III-IV,2,normal-vs-normal,Fibroblast peribronchial,ISLR,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,9
III-IV,2,normal-vs-normal,Fibroblast peribronchial,LUM,1,0.9999999964715944,0.9999999964715944,0.9999999964715944,1,1.0,10
III-IV,2,normal-vs-normal,Macrophage,FTL,2,0.9376267807915106,0.8970772983483619,0.9781762632346592,2,1.0,1
III-IV,2,normal-vs-normal,Macrophage,AIF1,2,0.8994729500321674,0.8530961190291144,0.9458497810352205,2,1.0,2
III-IV,2,normal-vs-normal,Macrophage,TYROBP,2,0.8969596847895676,0.8401620494012433,0.9537573201778918,2,1.0,3
III-IV,2,normal-vs-normal,Macrophage,S100A11,2,0.8881927971070789,0.8313160139705389,0.945069580243619,2,1.0,4
III-IV,2,normal-vs-normal,Macrophage,FCER1G,2,0.8759931908718637,0.7902346051111265,0.9617517766326009,2,1.0,5
III-IV,2,normal-vs-normal,Macrophage,SPI1,2,0.8587549123828142,0.7969209768260939,0.9205888479395344,2,1.0,6
III-IV,2,normal-vs-normal,Macrophage,C1QA,2,0.8568861389753724,0.8396288092788972,0.8741434686718476,2,1.0,7
III-IV,2,normal-vs-normal,Macrophage,CTSD,2,0.8471555382897733,0.7366306374994918,0.9576804390800547,2,1.0,8
III-IV,2,normal-vs-normal,Macrophage,SPP1,2,0.8461482137879535,0.7802632249277343,0.9120332026481727,2,1.0,9
III-IV,2,normal-vs-normal,Macrophage,FTH1,2,0.843635632734061,0.7436196108380996,0.9436516546300223,2,1.0,10
III-IV,2,normal-vs-normal,Macrophage alveolar,RNASE1,1,0.9406050846859038,0.9406050846859038,0.9406050846859038,1,1.0,1
III-IV,2,normal-vs-normal,Macrophage alveolar,FTL,1,0.9049118913590097,0.9049118913590097,0.9049118913590097,1,1.0,2
III-IV,2,normal-vs-normal,Macrophage alveolar,SPP1,1,0.8803925940221276,0.8803925940221276,0.8803925940221276,1,1.0,3
III-IV,2,normal-vs-normal,Macrophage alveolar,EGR1,1,0.8727451053988693,0.8727451053988693,0.8727451053988693,1,1.0,4
III-IV,2,normal-vs-normal,Macrophage alveolar,SLC11A1,1,0.8695989781843156,0.8695989781843156,0.8695989781843156,1,1.0,5
III-IV,2,normal-vs-normal,Macrophage alveolar,PSAP,1,0.8656060545129821,0.8656060545129821,0.8656060545129821,1,1.0,6
III-IV,2,normal-vs-normal,Macrophage alveolar,ABL2,1,0.8498665345852661,0.8498665345852661,0.8498665345852661,1,1.0,7
III-IV,2,normal-vs-normal,Macrophage alveolar,SGK1,1,0.8493594611413466,0.8493594611413466,0.8493594611413466,1,1.0,8
III-IV,2,normal-vs-normal,Macrophage alveolar,NEAT1,1,0.8419762087878666,0.8419762087878666,0.8419762087878666,1,1.0,9
III-IV,2,normal-vs-normal,Macrophage alveolar,C1QA,1,0.8325255807618847,0.8325255807618847,0.8325255807618847,1,1.0,10
III-IV,2,normal-vs-normal,Mast cell,TPSAB1,2,0.9999999986654882,0.9999999968021135,1.000000000528863,2,1.0,1
III-IV,2,normal-vs-normal,Mast cell,TPSB2,2,0.9999999986654882,0.9999999968021135,1.000000000528863,2,1.0,2
III-IV,2,normal-vs-normal,Mast cell,CPA3,2,0.9924661757305677,0.985595232871207,0.9993371185899285,2,1.0,3
III-IV,2,normal-vs-normal,Mast cell,CLU,2,0.9675784578861869,0.9386359061811,0.9965210095912738,2,1.0,4
III-IV,2,normal-vs-normal,Mast cell,VWA5A,2,0.9466845329539031,0.8937233020658959,0.9996457638419102,2,1.0,5
III-IV,2,normal-vs-normal,Mast cell,MS4A2,2,0.9284293834617147,0.8571428590892156,0.9997159078342137,2,1.0,6
III-IV,2,normal-vs-normal,Mast cell,GATA2,2,0.9017960898714585,0.8671957644760736,0.9363964152668435,2,1.0,7
III-IV,2,normal-vs-normal,Mast cell,HPGDS,2,0.8803947601660611,0.8247082207914767,0.9360812995406455,2,1.0,8
III-IV,2,normal-vs-normal,Mast cell,ANXA1,2,0.8507844005997276,0.7857847368671041,0.9157840643323509,2,1.0,9
III-IV,2,normal-vs-normal,Mast cell,SLC18A2,2,0.8499999986003134,0.7000000003985133,0.9999999968021135,2,1.0,10
III-IV,2,normal-vs-normal,Monocyte classical,FTH1,2,0.9155772502207877,0.9072745484202677,0.9238799520213078,2,1.0,1
III-IV,2,normal-vs-normal,Monocyte classical,IL1B,2,0.9047005414400053,0.8831115240017327,0.926289558878278,2,1.0,2
III-IV,2,normal-vs-normal,Monocyte classical,TYROBP,2,0.8936821263817252,0.8924585347662006,0.8949057179972496,2,1.0,3
III-IV,2,normal-vs-normal,Monocyte classical,FTL,2,0.8862356502136981,0.8801329286435294,0.8923383717838668,2,1.0,4
III-IV,2,normal-vs-normal,Monocyte classical,PLAUR,2,0.8833446014686857,0.8666094564216837,0.9000797465156875,2,1.0,5
III-IV,2,normal-vs-normal,Monocyte classical,CXCL8,2,0.874472730334766,0.8302136791804375,0.9187317814890945,2,1.0,6
III-IV,2,normal-vs-normal,Monocyte classical,SOD2,2,0.8677124574949098,0.8292775886861752,0.9061473263036445,2,1.0,7
III-IV,2,normal-vs-normal,Monocyte classical,S100A9,2,0.8655147554313942,0.8434477886691065,0.8875817221936818,2,1.0,8
III-IV,2,normal-vs-normal,Monocyte classical,G0S2,2,0.8647344146324119,0.8339556230062926,0.8955132062585311,2,1.0,9
III-IV,2,normal-vs-normal,Monocyte classical,FCER1G,2,0.8644462478436082,0.819641848621728,0.9092506470654885,2,1.0,10
III-IV,2,normal-vs-normal,NK cell,GNLY,2,0.924589361339926,0.9103877387373562,0.9387909839424957,2,1.0,1
III-IV,2,normal-vs-normal,NK cell,NKG7,2,0.8556487214815983,0.8088197924391384,0.9024776505240583,2,1.0,2
III-IV,2,normal-vs-normal,NK cell,CD7,2,0.8432244978836221,0.8198789310646504,0.8665700647025937,2,1.0,3
III-IV,2,normal-vs-normal,NK cell,CCL5,2,0.8291258448104565,0.8071052273421827,0.8511464622787303,2,1.0,4
III-IV,2,normal-vs-normal,NK cell,PRF1,2,0.7922492770699137,0.7691064060050801,0.8153921481347474,2,1.0,5
III-IV,2,normal-vs-normal,NK cell,KLRD1,2,0.7833485930356754,0.7736210652835435,0.7930761207878072,2,1.0,6
III-IV,2,normal-vs-normal,NK cell,TRDC,2,0.7717460045911331,0.7014377157854894,0.8420542933967767,2,1.0,7
