interacting_pair,partner_a,partner_b,gene_a,gene_b,directionality,classification,interacting_cells,significant_mean
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,myeloid dividing|Fibroblast alveolar,0.512
NRG1_integrin_a6b4_complex,simple:Q02297,complex:integrin_a6b4_complex,NRG1,,Ligand-Receptor,Signaling by Neuregulin,myeloid dividing|Fibroblast alveolar,0.601
TNFSF13_TNFRSF17,simple:O75888,simple:Q02223,TNFSF13,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,myeloid dividing|Fibroblast alveolar,0.613
CCL7_CCR1,simple:P80098,simple:P32246,CCL7,CCR1,Ligand-Receptor,Signaling by Chemokines,myeloid dividing|Fibroblast alveolar,0.601
CCL23_FPR2,simple:P55773,simple:P25090,CCL23,FPR2,Ligand-Receptor,Signaling by Chemokines,myeloid dividing|Fibroblast alveolar,0.605
SHH_PTCH_CDON_transmembrane_receptor,simple:Q15465,complex:PTCH_CDON_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,myeloid dividing|Fibroblast alveolar,0.524
ProstaglandinD2_byAKR1C3_PTGFR,complex:ProstaglandinD2_byAKR1C3,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,myeloid dividing|Fibroblast alveolar,0.661
ProstaglandinE2_byPTGES2_PTGER4,complex:ProstaglandinE2_byPTGES2,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,myeloid dividing|Fibroblast alveolar,0.635
CCL23_CCR1,simple:P55773,simple:P32246,CCL23,CCR1,Ligand-Receptor,Signaling by Chemokines,myeloid dividing|Fibroblast alveolar,0.593
WNT5A_FRZB,simple:P41221,simple:Q92765,WNT5A,FRZB,Ligand-Ligand,Signaling by WNT inhibition,myeloid dividing|Fibroblast alveolar,0.744
LRFN5_PTPRS,simple:Q96NI6,simple:Q13332,LRFN5,PTPRS,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,myeloid dividing|Fibroblast alveolar,0.64
Estradiol_byCYP19A1_ESR2,complex:Estradiol_byCYP19A1,simple:Q92731,,ESR2,Ligand-Receptor,Signaling by Steroids,myeloid dividing|Fibroblast alveolar,0.613
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,myeloid dividing|Fibroblast alveolar,0.571
LAIR1_LILRB4,simple:Q6GTX8,simple:Q8NHJ6,LAIR1,LILRB4,Receptor-Receptor,,myeloid dividing|Fibroblast alveolar,0.595
CXCL3_CXCR2,simple:P19876,simple:P25025,CXCL3,CXCR2,Ligand-Receptor,Signaling by Chemokines,myeloid dividing|Fibroblast alveolar,0.577
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,myeloid dividing|Fibroblast alveolar,0.688
PDGFB_PDGFRB,simple:P01127,simple:P09619,PDGFB,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,myeloid dividing|Fibroblast alveolar,0.649
AREG_EGFR,simple:P15514,simple:P00533,AREG,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,myeloid dividing|Fibroblast alveolar,0.657
CXCL9_CXCR3,simple:Q07325,simple:P49682,CXCL9,CXCR3,Ligand-Receptor,Signaling by Chemokines,myeloid dividing|Fibroblast alveolar,0.58
CXCL10_CXCR3,simple:P02778,simple:P49682,CXCL10,CXCR3,Ligand-Receptor,Signaling by Chemokines,myeloid dividing|Fibroblast alveolar,0.592
AGRN_PTPRS,simple:O00468,simple:Q13332,AGRN,PTPRS,Ligand-Receptor,Signaling by Agrin,myeloid dividing|Fibroblast alveolar,0.667
WNT5A_SFRP4,simple:P41221,simple:Q6FHJ7,WNT5A,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,myeloid dividing|Fibroblast alveolar,0.739
CEACAM8_CEACAM6,simple:P31997,simple:P40199,CEACAM8,CEACAM6,Adhesion-Adhesion,Adhesion by CEAM,myeloid dividing|Fibroblast alveolar,0.622
IL13_IL13RA2,simple:P35225,simple:Q14627,IL13,IL13RA2,Ligand-Receptor,Signaling by Interleukin,myeloid dividing|Fibroblast alveolar,0.637
GAS6_AXL,simple:Q14393,simple:P30530,GAS6,AXL,Ligand-Receptor,Signaling by Growth arrest,myeloid dividing|Fibroblast alveolar,0.66
CXCL10_DPP4,simple:P02778,simple:P27487,CXCL10,DPP4,Ligand-Receptor,Signaling by Chemokines,myeloid dividing|Fibroblast alveolar,0.602
WNT5A_SFRP2,simple:P41221,simple:Q96HF1,WNT5A,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,myeloid dividing|Fibroblast alveolar,0.736
Desmosterol_byDHCR7_NR1H3,complex:Desmosterol_byDHCR7,simple:Q13133,,NR1H3,Ligand-Receptor,Signaling by Cholesterol/Desmosterol,myeloid dividing|Fibroblast alveolar,0.639
Estradiol_byCYP19A1_NR1I2,complex:Estradiol_byCYP19A1,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Steroids,myeloid dividing|Fibroblast alveolar,0.694
NRG1_ERBB3,simple:Q02297,simple:P21860,NRG1,ERBB3,Ligand-Receptor,Signaling by Neuregulin,myeloid dividing|Fibroblast alveolar,0.62
CALCA_RAMP1_complex,simple:P01258,complex:RAMP1_complex,CALCA,,Ligand-Receptor,Signaling by Calcitonin,myeloid dividing|Fibroblast alveolar,0.603
EFNA5_EPHA3,simple:P52803,simple:P29320,EFNA5,EPHA3,Ligand-Receptor,Signaling by Ephrin,myeloid dividing|Fibroblast alveolar,0.635
AVP_OXTR,simple:P01185,simple:P30559,AVP,OXTR,Ligand-Receptor,Signaling by Vasopressin,myeloid dividing|Fibroblast alveolar,0.602
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,myeloid dividing|Fibroblast alveolar,0.643
FTL_SCARA5,simple:P02792,simple:Q6ZMJ2,FTL,SCARA5,Ligand-Receptor,,myeloid dividing|Fibroblast alveolar,0.755
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,myeloid dividing|Fibroblast alveolar,0.594
PDGFB_PDGFRA,simple:P01127,simple:P16234,PDGFB,PDGFRA,Ligand-Receptor,Signaling by Platelet-derived growth factor,myeloid dividing|Fibroblast alveolar,0.664
SLITRK6_PTPRS,simple:Q9H5Y7,simple:Q13332,SLITRK6,PTPRS,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,myeloid dividing|Fibroblast alveolar,0.637
SDC2_FGFR4,simple:P34741,simple:P22455,SDC2,FGFR4,Ligand-Receptor,,myeloid dividing|Fibroblast alveolar,0.666
HBEGF_EGFR,simple:Q99075,simple:P00533,HBEGF,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,myeloid dividing|Fibroblast alveolar,0.739
EDN2_EDNRA,simple:P20800,simple:P25101,EDN2,EDNRA,Ligand-Receptor,Signaling by Endothelin,myeloid dividing|Fibroblast alveolar,0.639
NRG1_ERBB4,simple:Q02297,simple:Q15303,NRG1,ERBB4,Ligand-Receptor,Signaling by Neuregulin,myeloid dividing|Fibroblast alveolar,0.665
PLAU_PLAUR,simple:P00749,simple:Q03405,PLAU,PLAUR,Ligand-Receptor,Signaling by Plasminogen Activator,myeloid dividing|Fibroblast alveolar,0.598
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,myeloid dividing|Fibroblast alveolar,0.631
TNFSF10_TNFRSF11B,simple:P50591,simple:O00300,TNFSF10,TNFRSF11B,Ligand-Receptor,Signaling by Tumor necrosis factor,myeloid dividing|Fibroblast alveolar,0.583
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,myeloid dividing|Fibroblast alveolar,0.654
EREG_EGFR,simple:O14944,simple:P00533,EREG,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,myeloid dividing|Fibroblast alveolar,0.666
SHH_PTCH_GAS1_transmembrane_receptor,simple:Q15465,complex:PTCH_GAS1_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,myeloid dividing|Fibroblast alveolar,0.643
EPGN_EGFR,simple:Q6UW88,simple:P00533,EPGN,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,myeloid dividing|Fibroblast alveolar,0.639
IL20_IL20_receptor_Type_I,simple:Q9NYY1,complex:IL20_receptor_Type_I,IL20,,Ligand-Receptor,Signaling by Interleukin,myeloid dividing|Fibroblast alveolar,0.522
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,myeloid dividing|Fibroblast alveolar,0.649
ProstaglandinF2a_byAKR1B1_PTGFR,complex:ProstaglandinF2a_byAKR1B1,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,myeloid dividing|Fibroblast alveolar,0.754
FTH1_SCARA5,simple:P02794,simple:Q6ZMJ2,FTH1,SCARA5,Ligand-Receptor,,myeloid dividing|Fibroblast alveolar,0.69
EDN3_EDNRA,simple:P14138,simple:P25101,EDN3,EDNRA,Ligand-Receptor,Signaling by Endothelin,myeloid dividing|Fibroblast alveolar,0.653
WNT5A_WIF1,simple:P41221,simple:Q9Y5W5,WNT5A,WIF1,Ligand-Ligand,Signaling by WNT inhibition,myeloid dividing|Fibroblast alveolar,0.633
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,myeloid dividing|Fibroblast alveolar,0.624
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,B cell|Mast cell,0.593
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,B cell|Mast cell,0.604
NGF_NTRK1,simple:P01138,simple:P04629,NGF,NTRK1,Ligand-Receptor,Signaling by Beta-nerve growth factor,B cell|Mast cell,0.59
NGF_NTRK1,simple:P01138,simple:P04629,NGF,NTRK1,Ligand-Receptor,Signaling by Beta-nerve growth factor,Club_AT2/1_high|Mast cell,0.62
CCL19_CCR7,simple:Q99731,simple:P32248,CCL19,CCR7,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.643
ProstaglandinE2_byPTGES2_PTGER1,complex:ProstaglandinE2_byPTGES2,simple:P34995,,PTGER1,Ligand-Receptor,Signaling by Prostaglandin,DC mature|Mast cell,0.628
C10orf99_SUSD2,simple:Q6UWK7,simple:Q9UGT4,C10orf99,SUSD2,Ligand-Receptor,,DC mature|Mast cell,0.655
TENM2_ADGRL2,simple:Q9NT68,simple:O95490,TENM2,ADGRL2,Ligand-Receptor,Signaling by Teneurin,DC mature|Mast cell,0.628
ULBP1_NKG2D_II_receptor,simple:Q9BZM6,complex:NKG2D_II_receptor,ULBP1,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,DC mature|Mast cell,0.594
LipoxinA4_byALOX12_FPR2,complex:LipoxinA4_byALOX12,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,DC mature|Mast cell,0.642
CCL19_CCRL2,simple:Q99731,simple:O00421,CCL19,CCRL2,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.657
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,DC mature|Mast cell,0.564
CD200_CD200R1,simple:P41217,simple:Q8TD46,CD200,CD200R1,Ligand-Receptor,,DC mature|Mast cell,0.734
ProstaglandinE2_byPTGES2_PTGER3,complex:ProstaglandinE2_byPTGES2,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,DC mature|Mast cell,0.712
SAA1_FPR2,simple:P0DJI8,simple:P25090,SAA1,FPR2,Ligand-Receptor,,DC mature|Mast cell,0.598
TNFSF18_TNFRSF18,simple:Q9UNG2,simple:Q9Y5U5,TNFSF18,TNFRSF18,Ligand-Receptor,Signaling by Tumor necrosis factor,DC mature|Mast cell,0.681
WNT5B_SFRP1,simple:Q9H1J7,simple:Q8N474,WNT5B,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Mast cell,0.648
CXCL10_CXCR3,simple:P02778,simple:P49682,CXCL10,CXCR3,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.607
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,DC mature|Mast cell,0.63
CXCL10_DPP4,simple:P02778,simple:P27487,CXCL10,DPP4,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.674
CXCL11_CXCR3,simple:O14625,simple:P49682,CXCL11,CXCR3,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.614
CXCL9_DPP4,simple:Q07325,simple:P27487,CXCL9,DPP4,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.685
CALCA_RAMP1_complex,simple:P01258,complex:RAMP1_complex,CALCA,,Ligand-Receptor,Signaling by Calcitonin,DC mature|Mast cell,0.614
CXCL11_ACKR3,simple:O14625,simple:P25106,CXCL11,ACKR3,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.638
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,DC mature|Mast cell,0.631
CXCL11_DPP4,simple:O14625,simple:P27487,CXCL11,DPP4,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.68
SerotoninDopamin_byDDC_HTR3C,complex:SerotoninDopamin_byDDC,simple:Q8WXA8,,HTR3C,Ligand-Receptor,Signaling by Serotonin/Dopamine,DC mature|Mast cell,0.524
WNT5B_WIF1,simple:Q9H1J7,simple:Q9Y5W5,WNT5B,WIF1,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Mast cell,0.651
WNT5B_SFRP5,simple:Q9H1J7,simple:Q5T4F7,WNT5B,SFRP5,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Mast cell,0.659
CCL22_DPP4,simple:O00626,simple:P27487,CCL22,DPP4,Ligand-Receptor,Signaling by Chemokines,DC mature|Mast cell,0.698
NGF_NTRK1,simple:P01138,simple:P04629,NGF,NTRK1,Ligand-Receptor,Signaling by Beta-nerve growth factor,DC mature|Mast cell,0.596
IGF1_integrin_a6b4_complex,simple:P05019,complex:integrin_a6b4_complex,IGF1,,Ligand-Receptor,Signaling by Insulin-like growth factor,Endothelial cell lymphatic|Mast cell,0.647
CCL21_CCR7,simple:O00585,simple:P32248,CCL21,CCR7,Ligand-Receptor,Signaling by Chemokines,Endothelial cell lymphatic|Mast cell,0.667
PGF_FLT1_complex,simple:P49763,complex:FLT1_complex,PGF,,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell lymphatic|Mast cell,0.654
PGF_NRP2,simple:P49763,simple:O60462,PGF,NRP2,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell lymphatic|Mast cell,0.658
PGF_FLT1,simple:P49763,simple:P17948,PGF,FLT1,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell lymphatic|Mast cell,0.654
ANGPT2_TEK,simple:O15123,simple:Q02763,ANGPT2,TEK,Ligand-Receptor,Signaling by Angiopoietin,Endothelial cell lymphatic|Mast cell,0.674
ADM_RAMP3,simple:P35318,simple:O60896,ADM,RAMP3,Ligand-Receptor,Signaling by Adrenomedullin,Endothelial cell lymphatic|Mast cell,0.624
FLRT2_ADGRL3,simple:O43155,simple:Q9HAR2,FLRT2,ADGRL3,Ligand-Receptor,Signaling by Fibronectin,Endothelial cell lymphatic|Mast cell,0.655
PGF_NRP1,simple:P49763,simple:O14786,PGF,NRP1,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell lymphatic|Mast cell,0.642
CD34_SELP,simple:P28906,simple:P16109,CD34,SELP,Ligand-Receptor,,Endothelial cell lymphatic|Mast cell,0.66
HLA-E_CD94:NKG2E,simple:P13747,complex:CD94:NKG2E,HLA-E,,Ligand-Receptor,Signaling by HLA,Endothelial cell lymphatic|Mast cell,0.567
HLA-E_CD94:NKG2A,simple:P13747,complex:CD94:NKG2A,HLA-E,,Ligand-Receptor,Signaling by HLA,Endothelial cell lymphatic|Mast cell,0.564
CD200_CD200R1,simple:P41217,simple:Q8TD46,CD200,CD200R1,Ligand-Receptor,,Endothelial cell lymphatic|Mast cell,0.726
CDH5_CDH5,simple:P33151,simple:P33151,CDH5,CDH5,Adhesion-Adhesion,Adhesion by Cadherin,Endothelial cell lymphatic|Mast cell,0.658
ProstaglandinD2_byAKR1C3_PTGFR,complex:ProstaglandinD2_byAKR1C3,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,Endothelial cell lymphatic|Mast cell,0.646
SEMA3A_NRP1,simple:Q14563,simple:O14786,SEMA3A,NRP1,Ligand-Receptor,Signaling by Semaphorin,Endothelial cell lymphatic|Mast cell,0.66
TNFSF18_TNFRSF18,simple:Q9UNG2,simple:Q9Y5U5,TNFSF18,TNFRSF18,Ligand-Receptor,Signaling by Tumor necrosis factor,Endothelial cell lymphatic|Mast cell,0.602
CLU_TREM2_receptor,simple:P10909,complex:TREM2_receptor,CLU,,Ligand-Receptor,,Endothelial cell lymphatic|Mast cell,0.637
PECAM1_CD38,simple:P16284,simple:P28907,PECAM1,CD38,Receptor-Receptor,,Endothelial cell lymphatic|Mast cell,0.623
CEACAM1_CEACAM6,simple:P13688,simple:P40199,CEACAM1,CEACAM6,Adhesion-Adhesion,Adhesion by CEAM,Endothelial cell lymphatic|Mast cell,0.662
HLA-E_CD94:NKG2C,simple:P13747,complex:CD94:NKG2C,HLA-E,,Ligand-Receptor,Signaling by HLA,Endothelial cell lymphatic|Mast cell,0.562
PVR_CD226,simple:P15151,simple:Q15762,PVR,CD226,Ligand-Receptor,Signaling by Poliovirus receptor,Endothelial cell lymphatic|Mast cell,0.612
GJA1_GJA5,simple:P17302,simple:P36382,GJA1,GJA5,Gap-Gap,Adhesion by GAP junction,Endothelial cell lymphatic|Mast cell,0.654
EFNA1_EPHA3,simple:P20827,simple:P29320,EFNA1,EPHA3,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Mast cell,0.66
CCL14_CCR1,simple:Q16627,simple:P32246,CCL14,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell lymphatic|Mast cell,0.653
EFNA1_EPHA2,simple:P20827,simple:P29317,EFNA1,EPHA2,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Mast cell,0.657
APP_TREM2_receptor,simple:P05067,complex:TREM2_receptor,APP,,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Endothelial cell lymphatic|Mast cell,0.653
EFNA5_EPHA3,simple:P52803,simple:P29320,EFNA5,EPHA3,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Mast cell,0.674
MDK_PTPRZ1,simple:P21741,simple:P23471,MDK,PTPRZ1,Ligand-Receptor,Signaling by Midkine,Endothelial cell lymphatic|Mast cell,0.651
SEMA3A_PlexinA1_complex3,simple:Q14563,complex:PlexinA1_complex3,SEMA3A,,Ligand-Receptor,Signaling by Semaphorin,Endothelial cell lymphatic|Mast cell,0.657
CEACAM1_SELE,simple:P13688,simple:P16581,CEACAM1,SELE,Adhesion-Adhesion,Adhesion by CEAM,Endothelial cell lymphatic|Mast cell,0.665
CEACAM1_CEACAM8,simple:P13688,simple:P31997,CEACAM1,CEACAM8,Adhesion-Adhesion,Adhesion by CEAM,Endothelial cell lymphatic|Mast cell,0.661
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell lymphatic|Mast cell,0.61
EFNA5_EPHA2,simple:P52803,simple:P29317,EFNA5,EPHA2,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Mast cell,0.671
APP_FPR2,simple:P05067,simple:P25090,APP,FPR2,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Endothelial cell lymphatic|Mast cell,0.652
APLN_APLNR,simple:Q9ULZ1,simple:P35414,APLN,APLNR,Ligand-Receptor,Signaling by Apelin,Endothelial cell venous|Mast cell,0.634
ANGPT2_TEK,simple:O15123,simple:Q02763,ANGPT2,TEK,Ligand-Receptor,Signaling by Angiopoietin,Endothelial cell venous|Mast cell,0.62
ULBP2_NKG2D_II_receptor,simple:Q9BZM5,complex:NKG2D_II_receptor,ULBP2,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Endothelial cell venous|Mast cell,0.596
CD200_CD200R1,simple:P41217,simple:Q8TD46,CD200,CD200R1,Ligand-Receptor,,Endothelial cell venous|Mast cell,0.704
CCL23_FPR2,simple:P55773,simple:P25090,CCL23,FPR2,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Mast cell,0.61
CSF3_CSF3R,simple:P09919,simple:Q99062,CSF3,CSF3R,Ligand-Receptor,Signaling by Colony-Stimulating factor,Endothelial cell venous|Mast cell,0.626
CCL15_CCR1,simple:Q16663,simple:P32246,CCL15,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Mast cell,0.61
CCL23_CCR1,simple:P55773,simple:P32246,CCL23,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Mast cell,0.596
PECAM1_CD38,simple:P16284,simple:P28907,PECAM1,CD38,Receptor-Receptor,,Endothelial cell venous|Mast cell,0.631
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,Endothelial cell venous|Mast cell,0.61
PVR_CD226,simple:P15151,simple:Q15762,PVR,CD226,Ligand-Receptor,Signaling by Poliovirus receptor,Endothelial cell venous|Mast cell,0.615
CCL14_CCR1,simple:Q16627,simple:P32246,CCL14,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Mast cell,0.613
EDN1_EDNRB,simple:P05305,simple:P24530,EDN1,EDNRB,Ligand-Receptor,Signaling by Endothelin,Endothelial cell venous|Mast cell,0.642
ENTPD1_ADORA3,simple:P49961,simple:P0DMS8,ENTPD1,ADORA3,Ligand-Receptor,Signaling by Ectonucleoside,Endothelial cell venous|Mast cell,0.635
CDH7_CDH7,simple:Q9ULB5,simple:Q9ULB5,CDH7,CDH7,Adhesion-Adhesion,Adhesion by Cadherin,Endothelial cell venous|Mast cell,0.624
NGF_NTRK1,simple:P01138,simple:P04629,NGF,NTRK1,Ligand-Receptor,Signaling by Beta-nerve growth factor,Endothelial cell venous|Mast cell,0.596
CXCL5_CXCR1,simple:P42830,simple:P25024,CXCL5,CXCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Mast cell,0.548
CXCL8_CXCR1,simple:P10145,simple:P25024,CXCL8,CXCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Mast cell,0.529
CXCL5_CXCR2,simple:P42830,simple:P25025,CXCL5,CXCR2,Ligand-Receptor,Signaling by Chemokines,Macrophage|Mast cell,0.546
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Macrophage|Mast cell,0.586
ProstaglandinE2_byPTGES2_PTGER3,complex:ProstaglandinE2_byPTGES2,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Macrophage|Mast cell,0.623
CXCL1_ACKR1,simple:P09341,simple:Q16570,CXCL1,ACKR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Mast cell,0.541
APOE_TREM2_receptor,simple:P02649,complex:TREM2_receptor,APOE,,Ligand-Receptor,Signaling by Apolipoprotein,Macrophage|Mast cell,0.576
LEP_LEPR,simple:P41159,simple:P48357,LEP,LEPR,Ligand-Receptor,,Macrophage|Mast cell,0.582
CXCL1_CXCR2,simple:P09341,simple:P25025,CXCL1,CXCR2,Ligand-Receptor,Signaling by Chemokines,Macrophage|Mast cell,0.54
Estradiol_byCYP19A1_NR1I2,complex:Estradiol_byCYP19A1,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Steroids,Macrophage|Mast cell,0.681
CXCL1_CXCR1,simple:P09341,simple:P25024,CXCL1,CXCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Mast cell,0.542
PLAU_PLAUR,simple:P00749,simple:Q03405,PLAU,PLAUR,Ligand-Receptor,Signaling by Plasminogen Activator,Macrophage|Mast cell,0.598
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Macrophage|Mast cell,0.643
NGF_NTRK1,simple:P01138,simple:P04629,NGF,NTRK1,Ligand-Receptor,Signaling by Beta-nerve growth factor,Macrophage|Mast cell,0.591
CXCL5_CXCR1,simple:P42830,simple:P25024,CXCL5,CXCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage alveolar|Mast cell,0.598
TNFSF13_TNFRSF13B,simple:O75888,simple:O14836,TNFSF13,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Macrophage alveolar|Mast cell,0.579
CXCL5_CXCR2,simple:P42830,simple:P25025,CXCL5,CXCR2,Ligand-Receptor,Signaling by Chemokines,Macrophage alveolar|Mast cell,0.596
CD44_TYROBP,simple:P16070,simple:O43914,CD44,TYROBP,Ligand-Receptor,,Macrophage alveolar|Mast cell,0.581
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Macrophage alveolar|Mast cell,0.6
TNFSF13_TNFRSF17,simple:O75888,simple:Q02223,TNFSF13,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Macrophage alveolar|Mast cell,0.578
CCL23_FPR2,simple:P55773,simple:P25090,CCL23,FPR2,Ligand-Receptor,Signaling by Chemokines,Macrophage alveolar|Mast cell,0.585
CXCL3_CXCR2,simple:P19876,simple:P25025,CXCL3,CXCR2,Ligand-Receptor,Signaling by Chemokines,Macrophage alveolar|Mast cell,0.587
APOE_TREM2_receptor,simple:P02649,complex:TREM2_receptor,APOE,,Ligand-Receptor,Signaling by Apolipoprotein,Macrophage alveolar|Mast cell,0.576
ANGPT4_TEK,simple:Q9Y264,simple:Q02763,ANGPT4,TEK,Ligand-Receptor,Signaling by Angiopoietin,Macrophage alveolar|Mast cell,0.589
RBP4_STRA6,simple:P02753,simple:Q9BX79,RBP4,STRA6,Ligand-Receptor,,Macrophage alveolar|Mast cell,0.598
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,Macrophage alveolar|Mast cell,0.597
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Macrophage alveolar|Mast cell,0.68
CCL21_CCR7,simple:O00585,simple:P32248,CCL21,CCR7,Ligand-Receptor,Signaling by Chemokines,Mast cell|B cell,0.57
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,Mast cell|B cell,0.608
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,Mast cell|B cell,0.6
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|B cell,0.585
