"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000255398",0.0566938321496872,-1.51752468747802,0.004,0.01,1
"ENSG00000242028",0.0577904874723235,-0.59446280119836,0.033,0.045,1
"ENSG00000198901",0.0578957754917104,-1.00163818270423,0.007,0.014,1
"ENSG00000162407",0.058135654607666,0.306776126633569,0.027,0.019,1
"ENSG00000167680",0.0587247059996665,-1.23891625657503,0.005,0.011,1
"ENSG00000122970",0.0594319344223707,0.45516796652624,0.02,0.013,1
"ENSG00000138074",0.0594705193601212,0.384778638634842,0.02,0.013,1
"ENSG00000083635",0.0596306509028698,-0.811959193941437,0.018,0.028,1
"ENSG00000163806",0.0601644278124429,-1.20018386208631,0.007,0.014,1
"ENSG00000172638",0.0604644269610658,0.448908976054558,0.019,0.013,1
"ENSG00000173376",0.0613304374656498,0.590097546612348,0.011,0.006,1
"ENSG00000132953",0.0614222015890281,-0.679351698784874,0.025,0.036,1
"ENSG00000162910",0.0614493268301382,0.142285011241885,0.104,0.087,1
"ENSG00000169018",0.0615558377434752,0.170934394986614,0.061,0.048,1
"ENSG00000007038",0.0624546931128462,0.329015367112834,0.024,0.016,1
"ENSG00000172728",0.0631152133623695,-1.04627117863263,0.006,0.012,1
"ENSG00000115350",0.063172561809702,-0.442533457627618,0.105,0.122,1
"ENSG00000163714",0.0634471348946286,-0.193317142598047,0.271,0.231,1
"ENSG00000091947",0.0635005136879624,0.132427314568178,0.059,0.047,1
"ENSG00000155085",0.0638552929903786,-0.85075225216073,0.024,0.034,1
"ENSG00000114126",0.0642393002891134,-0.516745736516448,0.086,0.102,1
"ENSG00000135205",0.0643520234059483,-1.15908884098895,0.031,0.041,1
"ENSG00000185250",0.0643553779152234,-1.50830615744865,0.005,0.011,1
"ENSG00000108883",0.0643731547691829,0.221010637982582,0.065,0.051,1
"ENSG00000078140",0.064633734759557,-0.486729078910192,0.139,0.155,1
"ENSG00000122952",0.0650910853663991,-1.14933472059056,0.009,0.016,1
"ENSG00000005243",0.0652445803185877,-1.06660070770772,0.005,0.011,1
"ENSG00000007944",0.0662678892855715,-0.480929718517341,0.195,0.208,1
"ENSG00000068976",0.0664328794491881,-1.2229039385864,0.004,0.01,1
"ENSG00000167264",0.0664456226425113,-0.882213780767636,0.01,0.018,1
"ENSG00000115446",0.0669449798953551,-0.515992350593778,0.059,0.073,1
"ENSG00000105136",0.0670092076612544,-0.994864954108808,0.011,0.019,1
"ENSG00000115274",0.0672309098106078,-0.825788347304816,0.016,0.024,1
"ENSG00000144182",0.0673227927239486,-0.64208796721784,0.013,0.021,1
"ENSG00000166579",0.0673967422325791,-0.57365677873363,0.069,0.083,1
"ENSG00000099998",0.0676233504370828,0.527317752282076,0.027,0.019,1
"ENSG00000264247",0.0694732565176311,-0.649168693288495,0.028,0.038,1
"ENSG00000215386",0.0696276312584332,0.786141201016609,0.014,0.009,1
"ENSG00000139737",0.0698551128365161,0.305790342488013,0.027,0.019,1
"ENSG00000117707",0.0704371903742457,0.152605196505808,0.013,0.008,1
"ENSG00000151093",0.070875150766258,-0.866760128361122,0.01,0.017,1
"ENSG00000132256",0.0712846236625303,0.246353951690333,0.046,0.036,1
"ENSG00000146067",0.071520494394096,0.227999013249452,0.044,0.033,1
"ENSG00000216937",0.0717376527510223,-0.858492512377523,0.017,0.026,1
"ENSG00000143494",0.0720820050226565,0.491693842551354,0.01,0.005,1
"ENSG00000196247",0.0722271560577131,-0.397566859035373,0.051,0.064,1
"ENSG00000028528",0.0723332180923635,-0.421103394023886,0.058,0.072,1
"ENSG00000223797",0.0728783381117189,-0.953543894503189,0.008,0.014,1
"ENSG00000134321",0.0733962597581608,0.667606913833263,0.033,0.024,1
"ENSG00000124688",0.0734613574830615,-0.48798617306905,0.024,0.034,1
"ENSG00000125630",0.0735599317713472,-0.944003127293582,0.01,0.017,1
"ENSG00000133321",0.0741327412590321,-0.118302710743886,0.364,0.312,1
"ENSG00000123689",0.0749427301995896,-1.68601955847876,0.07,0.083,1
"ENSG00000196466",0.0758006317882487,-1.03283280430783,0.008,0.014,1
"ENSG00000100601",0.0762464101821572,-0.945369963057488,0.008,0.014,1
"ENSG00000145685",0.0767649115382063,0.21570203183085,0.044,0.033,1
"ENSG00000169439",0.0772347186624823,-0.977791440749867,0.013,0.021,1
"ENSG00000273045",0.0777067555429592,-1.31036677983674,0.004,0.01,1
"ENSG00000164953",0.077819940834723,-0.801087906676492,0.031,0.042,1
"ENSG00000169679",0.0784135347415596,-0.870876236833355,0.004,0.01,1
"ENSG00000159450",0.0791199861200159,-1.47624494821635,0.005,0.011,1
"ENSG00000171469",0.0793482774291886,-0.704030628323014,0.022,0.031,1
"ENSG00000065427",0.0795424991427887,-0.531991687700335,0.067,0.081,1
"ENSG00000127080",0.0796949068891378,-1.06660070770772,0.005,0.011,1
"ENSG00000145358",0.0808201469275964,0.60717105997129,0.01,0.005,1
"ENSG00000141646",0.0822650912791816,-0.520254010753094,0.059,0.073,1
"ENSG00000244005",0.0828108624802841,0.236333364602981,0.024,0.017,1
"ENSG00000160179",0.0830410954143322,-0.511881611672473,0.123,0.138,1
"ENSG00000037749",0.0832743731598672,-0.953543894503189,0.008,0.014,1
"ENSG00000115423",0.0833574810889217,-1.31339447253431,0.005,0.011,1
"ENSG00000245556",0.0846054328889518,-0.731630853480469,0.012,0.019,1
"ENSG00000175395",0.0847843965148213,-0.758478412345391,0.01,0.016,1
"ENSG00000169570",0.0852330221816095,-0.635685463924873,0.006,0.012,1
"ENSG00000077152",0.0859075332731405,-0.570367125580898,0.015,0.023,1
"ENSG00000082805",0.0864395231542552,-0.550830774095203,0.044,0.055,1
"ENSG00000213672",0.0865327370308505,0.486418900510679,0.017,0.011,1
"ENSG00000064313",0.0869478230126239,-0.39282894002871,0.042,0.054,1
"ENSG00000176890",0.0875397838180635,-1.2578993599426,0.016,0.023,1
"ENSG00000068383",0.08759483942383,-0.873955629765327,0.01,0.016,1
"ENSG00000147955",0.0877747609139712,0.236802610026174,0.035,0.026,1
"ENSG00000168795",0.0880127656425199,0.596282743828554,0.016,0.01,1
"ENSG00000104691",0.0880190629503883,-1.07732711430078,0.005,0.011,1
"ENSG00000257218",0.0891609370768321,-0.583160152132859,0.031,0.041,1
"ENSG00000118849",0.0895013557481867,-0.498363354201068,0.039,0.03,1
"ENSG00000105472",0.0896956137685482,-0.693998474749275,0.021,0.03,1
"ENSG00000095787",0.0920680125711143,-0.392480420872313,0.247,0.257,1
"ENSG00000119760",0.092811827292978,0.155545926783678,0.058,0.047,1
"ENSG00000082516",0.094581448424881,-0.790860014001864,0.013,0.02,1
"ENSG00000163444",0.0961974168525443,-0.363849873056944,0.067,0.081,1
"ENSG00000104442",0.0963399704198166,-0.326041848817507,0.05,0.062,1
"ENSG00000141642",0.096683592181443,-0.835347175729662,0.01,0.017,1
"ENSG00000092036",0.0985124068435134,0.393767421862097,0.019,0.013,1
"ENSG00000198912",0.0989483222968588,0.250361602613867,0.062,0.051,1
"ENSG00000144362",0.0997502637055686,0.496988142220867,0.017,0.011,1
"ENSG00000184786",0.100270278946954,0.263547893984609,0.031,0.023,1
"ENSG00000100811",0.100351354747162,-0.162760322416629,0.317,0.273,1
"ENSG00000137764",0.100533013033382,-0.72213656528167,0.01,0.016,1
"ENSG00000235173",0.100736281217713,-0.699883758434543,0.01,0.016,1
"ENSG00000118257",0.101884468199794,-0.578925232142168,0.051,0.062,1
"ENSG00000168826",0.102039480280802,-1.02703495976972,0.006,0.011,1
"ENSG00000166262",0.102275662498368,-1.00051151724995,0.005,0.01,1
"ENSG00000170619",0.103227376369871,-0.556222943260628,0.035,0.045,1
"ENSG00000248323",0.1033813605129,-0.657532166223122,0.023,0.031,1
"ENSG00000205084",0.104244266435079,-1.05579395275114,0.012,0.019,1
"ENSG00000182400",0.104311685323169,-0.520028642473187,0.052,0.064,1
"ENSG00000163364",0.104380707676177,-0.890328599499527,0.014,0.021,1
"ENSG00000198218",0.105977040002067,-0.511665169538561,0.053,0.065,1
"ENSG00000076706",0.106261244730397,-1.4406885788073,0.017,0.024,1
"ENSG00000116885",0.106708289149569,-1.26729805794485,0.005,0.01,1
"ENSG00000215193",0.107432535575394,0.211320580612494,0.079,0.066,1
"ENSG00000108666",0.107825802177425,-0.566311760884211,0.025,0.034,1
"ENSG00000188321",0.107920662768792,-0.633032637481618,0.017,0.025,1
"ENSG00000044574",0.108547295002242,-0.249651889143185,0.566,0.546,1
"ENSG00000164683",0.108980295485133,0.607171059971289,0.013,0.008,1
"ENSG00000133661",0.109217268894602,-0.760510630081689,0.027,0.02,1
"ENSG00000225830",0.110902178745767,-0.55551511524089,0.029,0.038,1
"ENSG00000171169",0.113540716954535,-0.773650723969641,0.005,0.01,1
"ENSG00000168906",0.11409213727662,-0.283960048790587,0.312,0.317,1
"ENSG00000265354",0.11442004401666,-0.518836824940816,0.017,0.024,1
"ENSG00000101132",0.114433810716073,-0.435353556675267,0.066,0.079,1
"ENSG00000114670",0.115065357541366,0.376873440549495,0.02,0.014,1
"ENSG00000081154",0.115080093469094,-0.420591728268116,0.16,0.173,1
"ENSG00000185158",0.115316126553186,-0.591762388541169,0.024,0.033,1
"ENSG00000162980",0.115700942278158,0.148279271103019,0.063,0.051,1
"ENSG00000075218",0.117991633390188,-1.01298086921217,0.006,0.011,1
"ENSG00000132423",0.118168012088445,-0.884682036358384,0.006,0.011,1
"ENSG00000114446",0.119135618524738,-0.177100248973272,0.143,0.123,1
"ENSG00000130222",0.11964574931142,-0.482407029302064,0.086,0.099,1
"ENSG00000131848",0.120174580492111,0.529168547970017,0.012,0.008,1
"ENSG00000117118",0.121165373984194,-0.433186677644851,0.081,0.094,1
"ENSG00000071539",0.121175181980317,-1.05579395275114,0.007,0.012,1
"ENSG00000168389",0.12125767210465,0.285242965083928,0.022,0.016,1
"ENSG00000117640",0.121404500063573,-0.512000641006387,0.024,0.033,1
"ENSG00000116120",0.121634986977515,0.197151635459071,0.03,0.022,1
"ENSG00000274523",0.122466507393988,-0.539670328357982,0.035,0.044,1
"ENSG00000122783",0.122543499389556,-0.396259845428983,0.026,0.035,1
"ENSG00000033327",0.122798692345992,-0.815360975854478,0.01,0.015,1
"ENSG00000114745",0.123019305220722,0.328635560597308,0.028,0.021,1
"ENSG00000168303",0.125315292100947,-0.338272776406622,0.098,0.112,1
"ENSG00000168393",0.12646655558566,-0.439649796781704,0.038,0.048,1
"ENSG00000002919",0.126585560947446,-0.655147545777917,0.023,0.031,1
"ENSG00000162959",0.126876945702655,0.135990482654913,0.048,0.038,1
"ENSG00000141682",0.127393372299117,-0.393479828846829,0.346,0.293,1
"ENSG00000225484",0.128124246032989,-0.403935935789419,0.176,0.188,1
"ENSG00000164219",0.128523204513103,-0.588834594941117,0.055,0.066,1
"ENSG00000197837",0.128995294774557,-0.498181940174939,0.015,0.022,1
"ENSG00000142751",0.129387250878651,-0.395688594167951,0.03,0.039,1
"ENSG00000151692",0.129408406250722,-0.752724885115092,0.011,0.017,1
"ENSG00000117593",0.13051561160891,-1.00051151724995,0.005,0.01,1
"ENSG00000188906",0.1317348276718,-0.447441631754403,0.033,0.042,1
"ENSG00000198538",0.131904965308761,0.311715176445118,0.018,0.013,1
"ENSG00000112796",0.132110093976716,0.732701942055149,0.011,0.007,1
"ENSG00000110871",0.132346334247634,-0.552027534877964,0.02,0.028,1
"ENSG00000134057",0.132487614796037,-1.0932686581698,0.011,0.017,1
"ENSG00000118596",0.133839385541039,-0.134411162265286,0.12,0.103,1
"ENSG00000214655",0.134150632588861,0.140156269914928,0.068,0.057,1
"ENSG00000175106",0.134216264879737,-0.746465894643411,0.012,0.018,1
"ENSG00000143498",0.134450357794228,-0.714757034916072,0.016,0.022,1
"ENSG00000173821",0.134873791210597,-0.435489602225926,0.473,0.435,1
"ENSG00000213085",0.135178329398175,-1.0932686581698,0.006,0.011,1
"ENSG00000132781",0.135498658655451,-0.502453431203208,0.013,0.019,1
"ENSG00000243477",0.136002205439396,-0.830234252336008,0.006,0.011,1
"ENSG00000246174",0.136076488827997,-0.879816281186569,0.008,0.013,1
"ENSG00000120784",0.136682887467681,0.29812425638066,0.023,0.017,1
"ENSG00000164008",0.137144767212051,-0.748309594627099,0.014,0.02,1
"ENSG00000138032",0.13871244205967,-0.445708499631658,0.1,0.113,1
"ENSG00000150672",0.139048798720555,-0.970486640126633,0.007,0.012,1
"ENSG00000179630",0.13959809618544,-0.49291726443522,0.021,0.028,1
"ENSG00000147408",0.13971819183903,-0.485938344420191,0.026,0.034,1
"ENSG00000132664",0.139862475656292,-0.741978503651097,0.011,0.017,1
"ENSG00000271605",0.140720400637369,0.255948658289889,0.021,0.015,1
"ENSG00000003989",0.141059349666694,0.533922077940652,0.012,0.008,1
"ENSG00000148343",0.141645142626217,-0.738603776870439,0.017,0.023,1
"ENSG00000104356",0.142904467386053,-0.735973520825769,0.006,0.011,1
"ENSG00000166575",0.143252617967923,0.242174243192042,0.027,0.02,1
"ENSG00000184164",0.143446913716675,-0.489493241596818,0.079,0.09,1
"ENSG00000102796",0.144286479168685,-0.624559225944494,0.018,0.025,1
"ENSG00000166435",0.144670670917064,-0.610457366807622,0.052,0.062,1
"ENSG00000151929",0.144828402836691,-0.637482972837314,0.265,0.263,1
"ENSG00000101335",0.14506506839933,-0.358881608105373,0.031,0.024,1
"ENSG00000198276",0.145636565281709,0.189080236714893,0.048,0.039,1
"ENSG00000168386",0.146098385993714,-0.261500213406738,0.051,0.042,1
"ENSG00000170525",0.146307397837864,-0.446178364621644,0.108,0.12,1
"ENSG00000146909",0.148445315045219,-0.392828940028709,0.046,0.056,1
"ENSG00000161298",0.148595278294743,-0.967737776085943,0.006,0.011,1
"ENSG00000123416",0.150876936908194,-0.246064223505632,0.529,0.508,1
"ENSG00000174227",0.150981353324559,0.247275114884908,0.044,0.035,1
"ENSG00000160216",0.15155723950173,-0.474045298404463,0.047,0.057,1
"ENSG00000107902",0.153857300347126,-0.508306157448646,0.022,0.029,1
"ENSG00000166529",0.154450482801421,0.479415512772917,0.014,0.01,1
"ENSG00000162600",0.155229112618476,-0.471656556451037,0.036,0.045,1
"ENSG00000131732",0.156226128837527,-0.366699208204056,0.047,0.057,1
"ENSG00000175575",0.15672491428113,0.227855482926408,0.035,0.027,1
"ENSG00000059691",0.157147908716423,-0.671364439402692,0.006,0.011,1
"ENSG00000001084",0.158805665485471,0.113476616817448,0.066,0.056,1
"ENSG00000013392",0.159372061531883,0.541879599719571,0.013,0.009,1
"ENSG00000165140",0.159525550929733,-1.0499412265057,0.098,0.082,1
"ENSG00000140382",0.159550011562258,-0.505529072778072,0.031,0.04,1
"ENSG00000101220",0.161095208534604,-0.475818304699742,0.031,0.04,1
"ENSG00000136925",0.162065423147736,-0.647826026797086,0.02,0.027,1
"ENSG00000131381",0.162732533493641,0.199667233377854,0.037,0.029,1
"ENSG00000196547",0.162796227226868,-0.522464220445305,0.031,0.039,1
"ENSG00000223891",0.163167130103596,-0.792759546917345,0.01,0.015,1
"ENSG00000196440",0.164140183813098,0.451892834493379,0.016,0.011,1
"ENSG00000118407",0.164208777613035,0.282645853597888,0.026,0.02,1
"ENSG00000064102",0.165503004959456,-0.527758520114818,0.028,0.036,1
"ENSG00000165219",0.16563506773146,-0.403097275482537,0.081,0.092,1
"ENSG00000110318",0.166597919299057,-0.23154803299565,0.037,0.029,1
"ENSG00000103005",0.166930382380448,-0.505661436193082,0.036,0.044,1
"ENSG00000159479",0.167276127417907,0.155545926783678,0.058,0.049,1
"ENSG00000174652",0.169207139189931,-0.413488410594804,0.04,0.049,1
"ENSG00000164176",0.169225181087784,-0.807866439307554,0.008,0.013,1
"ENSG00000137941",0.169570273308157,-0.39282894002871,0.007,0.011,1
"ENSG00000182667",0.169821926666739,-0.735221137475788,0.008,0.013,1
"ENSG00000155893",0.170507678177958,0.341276999998255,0.011,0.008,1
"ENSG00000254004",0.171175825570328,0.201178700295453,0.032,0.025,1
"ENSG00000121988",0.171390745799865,-0.797812774643631,0.006,0.01,1
"ENSG00000184232",0.171485517036612,0.430293297887211,0.017,0.013,1
"ENSG00000099953",0.172676907767521,-3.81349098850143,0.008,0.012,1
"ENSG00000197223",0.173849952391805,-0.39373944497587,0.111,0.122,1
"ENSG00000164306",0.176282068345453,-0.542576059533392,0.012,0.018,1
"ENSG00000241127",0.17831646407509,0.281067289112735,0.019,0.014,1
"ENSG00000160993",0.178559233466719,-0.787688557369924,0.015,0.021,1
"ENSG00000185220",0.181223581018771,-0.495444006511597,0.02,0.027,1
"ENSG00000110583",0.182655869717777,0.213763576663989,0.032,0.026,1
"ENSG00000132912",0.183506348270647,0.104670719442107,0.058,0.049,1
"ENSG00000122696",0.183524420547739,-0.825788347304816,0.008,0.012,1
"ENSG00000160298",0.183857529007996,-0.619508719768256,0.017,0.024,1
"ENSG00000113391",0.184619839877554,-0.453506303376109,0.079,0.089,1
"ENSG00000132688",0.185153903650024,0.224313966441596,0.013,0.009,1
"ENSG00000151725",0.185421974522923,-0.253425883363294,0.011,0.017,1
"ENSG00000127220",0.187550233743344,-0.464489925156157,0.013,0.019,1
"ENSG00000073712",0.187968073729488,0.310059285255137,0.032,0.026,1
"ENSG00000103494",0.189028433815567,0.448908976054558,0.017,0.012,1
"ENSG00000018699",0.189211855599253,-0.700951235391043,0.011,0.016,1
"ENSG00000141873",0.190251702402792,-0.440629660830413,0.038,0.047,1
"ENSG00000187091",0.190676499320075,-0.704030628323014,0.007,0.011,1
"ENSG00000110200",0.190817797875256,-0.353658342748033,0.046,0.055,1
"ENSG00000131153",0.191360641678903,-0.825788347304816,0.008,0.012,1
"ENSG00000160345",0.192715070696715,-1.98112715331312,0.01,0.014,1
"ENSG00000179348",0.194208527143461,-2.01887863279307,0.017,0.023,1
"ENSG00000182621",0.194702277106856,-0.699883758434543,0.021,0.027,1
"ENSG00000189283",0.1953919517491,0.106742069461801,0.032,0.026,1
"ENSG00000196659",0.196499207080005,0.548277370917722,0.011,0.008,1
"ENSG00000123685",0.198513235746456,-0.827765996745259,0.007,0.011,1
"ENSG00000128563",0.1986881661542,-0.410125763509742,0.06,0.07,1
"ENSG00000163002",0.199156759661464,-0.503674708717,0.018,0.024,1
"ENSG00000156042",0.201407045103756,-0.562753941471022,0.022,0.017,1
"ENSG00000143622",0.201996733047827,-0.41852945036006,0.086,0.096,1
"ENSG00000165309",0.202164325664068,-1.40777928149468,0.006,0.01,1
"ENSG00000163818",0.203354520787602,0.186509011498568,0.025,0.02,1
"ENSG00000205364",0.203679120336089,0.32271767050259,0.01,0.007,1
"ENSG00000164406",0.204500039320224,-0.602599276996052,0.033,0.041,1
"ENSG00000111144",0.204594839840805,-0.379307800375091,0.102,0.113,1
"ENSG00000175826",0.205975460954239,-0.350249151289872,0.122,0.133,1
"ENSG00000182544",0.207035578171154,-0.54483203347376,0.019,0.025,1
"ENSG00000132612",0.208017574176192,-0.434754803796414,0.054,0.063,1
"ENSG00000157426",0.208728373523189,-0.520064128324818,0.038,0.046,1
"ENSG00000187240",0.209599149807593,-0.178324428122575,0.028,0.022,1
"ENSG00000103037",0.210010557257906,0.249954215080789,0.026,0.021,1
"ENSG00000185127",0.210600278082818,-0.279172158233143,0.03,0.037,1
"ENSG00000166295",0.210802331613009,-0.423686903216555,0.336,0.322,1
"ENSG00000130713",0.210997036723259,-0.578925232142168,0.018,0.024,1
"ENSG00000151779",0.212304747629491,-0.343919339547763,0.045,0.053,1
"ENSG00000140105",0.21279189157153,-0.452949932466281,0.065,0.075,1
"ENSG00000233527",0.215701846848409,-0.756882510588749,0.006,0.01,1
"ENSG00000184481",0.216485423818041,-0.654991890057758,0.018,0.024,1
"ENSG00000204152",0.217114123129558,-0.548833964031257,0.022,0.028,1
"ENSG00000278709",0.217923132129947,0.384778638634843,0.015,0.011,1
"ENSG00000074621",0.217974094068619,-0.911154247719575,0.013,0.018,1
"ENSG00000025770",0.218045099175401,-0.475291100220684,0.027,0.034,1
"ENSG00000116717",0.220565933114245,-0.46845664484208,0.197,0.203,1
"ENSG00000165275",0.220697151626726,-0.615221361365158,0.031,0.038,1
"ENSG00000100319",0.220718462155827,-0.500357404333156,0.024,0.03,1
"ENSG00000099246",0.221359543117773,-0.126999515482352,0.127,0.112,1
"ENSG00000103227",0.223870526319941,0.137685776670069,0.022,0.017,1
"ENSG00000100311",0.228680818203703,0.199365129923522,0.019,0.015,1
"ENSG00000167925",0.229066319944663,0.111760144228426,0.038,0.031,1
"ENSG00000023041",0.231887891729401,-0.456154875397539,0.056,0.064,1
"ENSG00000213347",0.232265619247246,0.567642695784652,0.016,0.012,1
"ENSG00000205277",0.232454716027989,-0.385739515242391,0.011,0.016,1
"ENSG00000004897",0.233030375078489,-0.368581393782033,0.061,0.07,1
"ENSG00000180089",0.233327474950523,0.21124238364015,0.015,0.011,1
"ENSG00000067113",0.233578762410131,-0.512264171017329,0.022,0.028,1
"ENSG00000166578",0.236269154957051,-0.725404279115581,0.007,0.011,1
"ENSG00000100014",0.236361547557575,-0.397629926292532,0.018,0.024,1
"ENSG00000235527",0.23775898453293,-0.464978725784546,0.009,0.013,1
"ENSG00000095713",0.240396278710304,0.112906869541871,0.017,0.013,1
"ENSG00000174099",0.240424526512469,0.727010829977293,0.015,0.011,1
"ENSG00000088682",0.24108343156469,0.150792765311547,0.035,0.029,1
"ENSG00000248712",0.244648740019134,-0.916390896085723,0.006,0.01,1
"ENSG00000124216",0.247243756007648,0.219100608292715,0.038,0.032,1
"ENSG00000155761",0.248966342145999,-0.54695208534813,0.014,0.01,1
"ENSG00000089195",0.249848791334272,-0.417113592152137,0.043,0.05,1
"ENSG00000198604",0.251381224831412,-0.353939926635115,0.277,0.277,1
"ENSG00000167981",0.251394780673673,0.285242965083928,0.019,0.015,1
"ENSG00000175063",0.255237597443033,-1.13379646475241,0.01,0.015,1
"ENSG00000123838",0.256721595169635,-0.264911465107974,0.025,0.02,1
"ENSG00000005436",0.260293430815236,-0.302631131057132,0.024,0.03,1
"ENSG00000164294",0.261574194803218,0.366162960467495,0.018,0.014,1
"ENSG00000169136",0.261666593867421,-0.552937083110815,0.057,0.064,1
"ENSG00000167123",0.262276920721819,0.14482784591409,0.024,0.019,1
"ENSG00000167395",0.263441553791918,-0.615221361365158,0.011,0.016,1
"ENSG00000165240",0.263645201921514,-0.315073782514265,0.039,0.046,1
"ENSG00000140937",0.265968799744295,-0.769204818938449,0.015,0.019,1
"ENSG00000184517",0.269972837369777,-0.35966207609351,0.007,0.01,1
"ENSG00000101751",0.269997750398931,0.134938159110903,0.026,0.021,1
"ENSG00000171757",0.270486466097972,-0.414524011128028,0.007,0.01,1
"ENSG00000149485",0.272364348371238,0.192133560692446,0.024,0.019,1
"ENSG00000125447",0.272558290799591,0.123796430929292,0.05,0.043,1
"ENSG00000080815",0.27314422439411,-0.108732918667086,0.109,0.097,1
"ENSG00000170345",0.273890296235592,-0.199575982442281,0.847,0.829,1
"ENSG00000248049",0.275956506138624,-0.415196753057164,0.011,0.015,1
"ENSG00000110436",0.277369482333718,1.27327032341785,0.01,0.007,1
"ENSG00000156795",0.277699188962011,-0.461870584458362,0.014,0.018,1
"ENSG00000187024",0.278284111465137,-0.453201558008192,0.031,0.037,1
"ENSG00000180773",0.279452187935465,-0.230178602384152,0.047,0.055,1
"ENSG00000065665",0.280660308606012,-0.630596587252073,0.016,0.02,1
"ENSG00000126261",0.286956455312223,-0.125041004224281,0.13,0.116,1
"ENSG00000198839",0.287863839779044,-0.372651058091079,0.05,0.057,1
"ENSG00000263072",0.288630614568389,0.213937931010794,0.019,0.015,1
"ENSG00000168497",0.28919037973162,-0.585474017971106,0.009,0.012,1
"ENSG00000188234",0.290188558231536,0.182673231443379,0.016,0.012,1
"ENSG00000160188",0.290588696430085,-2.3235662775916,0.015,0.019,1
"ENSG00000185920",0.291879946679635,0.357557169899818,0.011,0.008,1
"ENSG00000141337",0.293092084874679,-0.590275004234927,0.021,0.026,1
"ENSG00000196812",0.293763326498588,-0.420843316198307,0.013,0.017,1
"ENSG00000038002",0.296497553474954,-0.466357975450675,0.043,0.049,1
"ENSG00000168237",0.298094399757211,-0.517524687478025,0.009,0.012,1
"ENSG00000139116",0.298858320241936,-0.261098241609921,0.09,0.079,1
"ENSG00000108479",0.29985031178285,0.11793261885103,0.038,0.032,1
"ENSG00000134020",0.300271727073594,-0.762062749694429,0.008,0.011,1
"ENSG00000198393",0.300366562515664,-0.501265172068072,0.06,0.067,1
"ENSG00000242732",0.300380167576782,-0.72434308374527,0.008,0.011,1
"ENSG00000169131",0.300837706004291,-0.445940276488273,0.016,0.02,1
"ENSG00000177058",0.301311021526888,0.308326578196969,0.03,0.025,1
"ENSG00000268996",0.302234098570691,-0.777492790264035,0.01,0.013,1
"ENSG00000137720",0.303751972283674,-0.386134287454702,0.03,0.035,1
"ENSG00000196150",0.304031750540235,-0.556804675139836,0.014,0.018,1
"ENSG00000108395",0.304538137779992,-0.508306157448646,0.029,0.034,1
"ENSG00000028310",0.304689966789093,-0.362010358046926,0.102,0.11,1
"ENSG00000167779",0.304817581245344,-0.911353455375183,0.053,0.046,1
"ENSG00000185201",0.304830004552679,-0.381723978195998,0.367,0.35,1
"ENSG00000186532",0.307723677884836,-0.157748595765917,0.038,0.032,1
"ENSG00000165698",0.308309863968609,-0.70598682528834,0.009,0.012,1
"ENSG00000228716",0.309315356541973,0.240677412650483,0.025,0.021,1
"ENSG00000071282",0.31043187357545,0.118313327400775,0.035,0.029,1
"ENSG00000102178",0.312738041750429,-0.504031502348321,0.022,0.027,1
"ENSG00000143387",0.313554046508244,-1.41040156947666,0.012,0.016,1
"ENSG00000007341",0.314168285244202,-0.454029096465447,0.02,0.025,1
"ENSG00000186017",0.322608516829395,-0.364069947047287,0.027,0.032,1
"ENSG00000164190",0.324086661177593,-0.245787829259736,0.257,0.23,1
"ENSG00000113048",0.324191210952941,-0.387092570479566,0.034,0.04,1
"ENSG00000183196",0.325724289321993,0.29266043664641,0.01,0.008,1
"ENSG00000104237",0.326268280340028,-0.472186731641995,0.014,0.011,1
"ENSG00000198168",0.326581138220472,-0.36613407336329,0.155,0.162,1
"ENSG00000146918",0.327493668922923,-0.571632092817475,0.01,0.013,1
"ENSG00000221829",0.328454375131822,-0.456154875397539,0.01,0.013,1
"ENSG00000154174",0.32850383778004,-0.431034943865306,0.049,0.055,1
"ENSG00000175213",0.330796777794788,-0.532759201173185,0.007,0.01,1
"ENSG00000130254",0.331069564456925,-0.413510976151842,0.161,0.165,1
"ENSG00000078081",0.332731469663543,-1.19099469063165,0.012,0.016,1
"ENSG00000049860",0.333380479861006,-0.32110864434592,0.098,0.105,1
"ENSG00000196235",0.333738227340948,-0.14426501700325,0.182,0.165,1
"ENSG00000095321",0.334513137383465,0.173274533441131,0.016,0.012,1
"ENSG00000104408",0.335145065719847,-0.322140830345024,0.459,0.423,1
"ENSG00000179151",0.335692106323513,-0.470831452029984,0.014,0.018,1
"ENSG00000235194",0.335986579064865,-0.447276724051086,0.028,0.033,1
"ENSG00000100084",0.338518099727194,-0.529291182577982,0.017,0.022,1
"ENSG00000147649",0.339258056205301,-0.383372407340545,0.475,0.427,1
"ENSG00000204315",0.339454313898838,-0.399142713960913,0.015,0.019,1
"ENSG00000101911",0.340908905495774,-0.309550544996923,0.041,0.047,1
"ENSG00000120055",0.341085444674298,-0.438343599281079,0.01,0.013,1
"ENSG00000070669",0.341570424541664,-0.4160185674006,0.028,0.033,1
"ENSG00000089685",0.342550417053067,0.173597609255019,0.018,0.015,1
"ENSG00000065268",0.344122783180175,-0.379408424266389,0.022,0.026,1
"ENSG00000100583",0.344764074790445,-0.435897661920595,0.007,0.01,1
